ot;periodo;serviciousuariots;orden_parada;paraderousuario;nombreparada;carga
P_OT03;4;B26R;8.0;PA5;Parada 3 / Hospital   San Juan de Dios;13.0
P_OT03;4;B26R;9.0;PA6;Parada 2 / Hospital   San Juan de Dios;13.2
P_OT03;4;B26R;10.0;PA7;Parada 1 / (M) Quinta Normal;18.2
P_OT03;4;B26R;11.0;PA8;Parada 2 / Santo Domingo   Matucana;18.4
P_OT03;4;B26R;12.0;PA725;Avenida Matucana esq. / Rosas;18.4
P_OT03;4;B26R;13.0;PA696;Avenida Matucana esq. / Andes;19.2
P_OT03;4;B26R;14.0;PA387;Avenida Mapocho esq. / Herrera;21.8
P_OT03;4;B26R;15.0;PA388;Parada  / Población Mapocho;21.4
P_OT03;4;B26R;16.0;PA713;General Bulnes esq. / Yungay;21.0
P_OT03;4;B26R;17.0;PA705;Parada 6 / Puente Bulnes;21.8
P_OT03;4;B26R;18.0;PB432;Parada  / Pasarela   Enrique Soro;21.2
P_OT03;4;B26R;19.0;PB433;Parada  / Pasarela Zañartu;20.8
P_OT03;4;B26R;20.0;PB434;Parada  / Pasarela Aldunate;20.8
P_OT03;4;B26R;21.0;PB435;Av. Edo. Frei Montalva esq. / Dgo. Santa María;19.4
P_OT03;4;B26R;22.0;PB436;Parada  / Terminal   de Flores;19.2
P_OT03;4;B26R;23.0;PB437;Parada  / INACAP -  Renca;17.4
P_OT03;4;B26R;24.0;PB1559;Parada 1 / Norte Sur   Dorsal;16.2
P_OT03;4;B26R;25.0;PB882;Barón de Juras R. esq. / Roma ;17.2
P_OT03;4;B26R;26.0;PB883;Barón de Juras R. esq. / El Lucero;17.8
P_OT03;4;B26R;27.0;PB884;Barón de Juras R. esq. / Santa Inéz;17.6
P_OT03;4;B26R;28.0;PB885;Barón de Juras R. esq. / Aviador Zañartu;18.0
P_OT03;4;B26R;29.0;PB886;Barón de Juras R. esq. / El Olivo;16.4
P_OT03;4;B26R;30.0;PB887;Barón de Juras R. esq. / 6 Norte;16.6
P_OT03;4;B26R;31.0;PB888;Barón de Juras R. esq. / Parral;16.6
P_OT03;4;B26R;32.0;PB889;Barón de Juras R. esq. / Av. Zapadores;16.0
P_OT03;4;B26R;33.0;PB890;Barón de Juras R. esq. / Campanario;15.8
P_OT03;4;B26R;34.0;PB891;Barón de Juras R. esq. / Quilicura;13.8
P_OT03;4;B26R;35.0;PB892;Barón de Juras R. esq. / Alberto Cobo;12.0
P_OT03;4;B26R;36.0;PB893;Barón de Juras R. esq. / El Cortijo;11.4
P_OT03;4;B26R;37.0;PB894;Los Acacios esq. / Catalina de los Rios;11.0
P_OT03;4;B26R;38.0;PB895;Los Acacios esq. / Las Araucarias;11.0
P_OT03;4;B26R;39.0;PB896;Los Acacios esq. / Av. J. M. Caro;9.4
P_OT03;4;B26R;40.0;PB897;J. Montt Salamanca esq. / H. La Concepción;9.2
P_OT03;4;B26R;41.0;PB898;J. Montt Salamanca esq. / Heroes de Iquique;8.4
P_OT03;4;B26R;42.0;PB1853;Julio Parra Santos esq. / I. Carrera Pinto;4.4
P_OT03;4;C01I;1.0;PC618;Parada 1 / (M) Francisco Bilbao;20.0
P_OT03;4;C01I;2.0;PC582;Av. Isabel La Católica esq. / Alcántara;20.25
P_OT03;4;C01I;3.0;PC583;Av. Isabel La Católica esq. / Flandes;20.25
P_OT03;4;C01I;4.0;PC584;Av. Isabel La Católica esq. / Santa Adriana;20.25
P_OT03;4;C01I;5.0;PC54;Av. Américo Vespucio esq. / Av. Cristóbal Colón;22.25
P_OT03;4;C01I;6.0;PC55;Av. Américo Vespucio esq. / Martín de Zamora;23.75
P_OT03;4;C01I;7.0;PC56;Av. Américo Vespucio esq. / Del Inca;24.0
P_OT03;4;C01I;8.0;PC585;Nevería esq. / Cruz del Sur;23.25
P_OT03;4;C01I;9.0;PC160;Parada 4 / (M) Escuela   Militar;42.5
P_OT03;4;C01I;10.0;PC161;Parada  / Omnium;42.25
P_OT03;4;C01I;11.0;PC162;Avenida Apoquindo esq. / Rosa O'Higgins;42.0
P_OT03;4;C01I;12.0;PC163;Avenida Apoquindo esq. / La Capitanía;42.25
P_OT03;4;C01I;13.0;PC1066;Parada 4 / (M) Manquehue;59.0
P_OT03;4;C01I;14.0;PC165;Avenida Apoquindo esq. / E. Dell'Orto;60.75
P_OT03;4;C01I;15.0;PC278;Avenida Las Condes esq. / Juan Montalvo;61.0
P_OT03;4;C01I;16.0;PC279;Avenida Las Condes esq. / General Carol Urzúa;60.5
P_OT03;4;C01I;17.0;PC280;Avenida Las Condes esq. / Paul Klee;59.5
P_OT03;4;C01I;18.0;PC281;Avenida Las Condes esq. / Bocaccio;58.25
P_OT03;4;C01I;19.0;PC282;Avenida Las Condes esq. / Hospital Fach;55.25
P_OT03;4;C01I;20.0;PC283;Parada  / Hospital FACH;54.0
P_OT03;4;C01I;21.0;PC284;Avenida Las Condes esq. / Av. Padre H. Central;55.25
P_OT03;4;C01I;22.0;PC285;Avenida Las Condes esq. / Abadía;53.75
P_OT03;4;C01I;23.0;PC286;Avenida Las Condes esq. / Cerro Sombrero;53.0
P_OT03;4;C01I;24.0;PC287;Avenida Las Condes esq. / Av. Pdte. Kennedy;52.0
P_OT03;4;C01I;25.0;PC236;Parada 1 / Nudo Estoril;46.75
P_OT03;4;C01I;26.0;PC237;Avenida Las Condes esq. / Lo Fontecilla;44.75
P_OT03;4;C01I;27.0;PC239;Parada  / Universidad   del Pacífico;42.5
P_OT03;4;C01I;28.0;PC288;Avenida Las Condes esq. / San Damian;40.5
P_OT03;4;C01I;29.0;PC289;Parada  / Mayflower   Dunalastair;40.5
P_OT03;4;C01I;30.0;PC351;Avenida Las Condes esq. / Sn. Francisco de Asís;34.0
P_OT03;4;C01I;31.0;PC352;Avenida Las Condes esq. / La Cabaña;31.5
P_OT03;4;C01I;32.0;PC353;Avenida Las Condes esq. / Camino Sn. Antonio;26.0
P_OT03;4;C01I;33.0;PC354;Parada  / Colegio Hebreo;20.75
P_OT03;4;C01I;34.0;PC355;Avenida Las Condes esq. / Sn. José de La Sierra;18.75
P_OT03;4;C01I;35.0;PC356;Avenida Las Condes esq. / Quinchamalí;18.25
P_OT03;4;C01I;36.0;PC1041;Avenida Las Condes esq. / Pastor Fernández;17.0
P_OT03;4;C01I;37.0;PC357;Avenida Las Condes esq. / Escrivá de Balaguer;16.5
P_OT03;4;C01I;38.0;PC358;Avenida Las Condes esq. / San Enrique;15.25
P_OT03;4;C01I;39.0;PC359;Parada  / Parque Las Rosas;15.5
P_OT03;4;C01I;40.0;PC360;Parada  / Raúl Labbé   Altura del 14700;15.25
P_OT03;4;C01I;41.0;PC361;Raúl Labbé esq. / Raúl Labbé Int.;15.25
P_OT03;4;C01I;42.0;PC362;Raúl Labbé esq. / Av. Lo Barnechea;11.25
P_OT03;4;C01I;43.0;PC363;Raúl Labbé esq. / Padre A. Arteaga ;11.5
P_OT03;4;C01I;44.0;PC588;Padre Alfredo Arteaga esq. / Robles;11.75
P_OT03;4;C01I;45.0;PC589;Padre Alfredo Arteaga esq. / 4 Vientos;11.0
P_OT03;4;C01I;46.0;PC590;Padre Alfredo Arteaga esq. / El Gabino;7.5
P_OT03;4;C01I;49.0;PC591;Nido de Águilas esq. / Los Quincheros;6.25
P_OT03;4;C01I;50.0;PC592;Los Quincheros esq. / Medina;5.5
P_OT03;4;C01I;51.0;PC593;Camino Cerro 18 esq. / Circunvalación -Sur;5.25
P_OT03;4;C01I;52.0;PC1113;Cam. Circunvalación esq. / Senda 12;5.0
P_OT03;4;C01I;53.0;PC594;Cam. Circunvalación esq. / Senda 15 -Sur;5.0
P_OT03;4;C01I;54.0;PC1114;Cam. Circunvalación esq. / Senda 18;5.0
P_OT03;4;C01I;55.0;PC595;Cam. Circunvalación esq. / Senda 15 -Sur;4.5
P_OT03;4;C01I;56.0;PC596;Cam. Circunvalación esq. / Camino Cerro 18;4.5
P_OT03;4;C01I;57.0;PC598;Cam. Circunvalación esq. / 1 Norte;4.5
P_OT03;4;C01I;58.0;PC599;1 Norte esq. / Circunvalación -Norte;3.25
P_OT03;4;C01R;1.0;PC602;Cam. Circunvalación esq. / 1 Norte;7.0
P_OT03;4;C01R;2.0;PC1113;Cam. Circunvalación esq. / Senda 12;10.8
P_OT03;4;C01R;3.0;PC594;Cam. Circunvalación esq. / Senda 15 -Sur;14.6
P_OT03;4;C01R;4.0;PC1114;Cam. Circunvalación esq. / Senda 18;15.8
P_OT03;4;C01R;5.0;PC595;Cam. Circunvalación esq. / Senda 15 -Sur;17.4
P_OT03;4;C01R;6.0;PC596;Cam. Circunvalación esq. / Camino Cerro 18;18.6
P_OT03;4;C01R;7.0;PC597;Camino Cerro 18 esq. / 2 Nor Oriente;24.0
P_OT03;4;C01R;8.0;PC603;Camino Cerro 18 esq. / Los Quincheros;30.0
P_OT03;4;C01R;9.0;PC604;Los Quincheros esq. / Maira;31.2
P_OT03;4;C01R;10.0;PC605;Los Quincheros esq. / Nido de Águilas;34.0
P_OT03;4;C01R;12.0;PC1088;El Gabino esq. / Pasaje Nahuel;32.6
P_OT03;4;C01R;13.0;PC437;Padre Alfredo Arteaga esq. / Cmte. Malbec;32.4
P_OT03;4;C01R;14.0;PC438;Padre Alfredo Arteaga esq. / 4 Vientos;32.8
P_OT03;4;C01R;15.0;PC439;Padre Alfredo Arteaga esq. / Robles;31.0
P_OT03;4;C01R;17.0;PC606;Raúl Labbé esq. / La Pasarela;30.2
P_OT03;4;C01R;18.0;PC607;Parada  / Raúl Labbé   Altura del 14700;27.0
P_OT03;4;C01R;19.0;PC1019;Parada  / Parque Las Rosas;26.2
P_OT03;4;C01R;20.0;PC608;Raúl Labbé esq. / Refugio del Arrayán;26.6
P_OT03;4;C01R;22.0;PC609;Avenida Las Condes esq. / Cerro Castillo;25.4
P_OT03;4;C01R;23.0;PC610;Avenida Las Condes esq. / Río Amarillo;24.0
P_OT03;4;C01R;24.0;PC611;Avenida Las Condes esq. / Las Brumas;25.0
P_OT03;4;C01R;25.0;PC612;Avenida Las Condes esq. / La Niebla;26.6
P_OT03;4;C01R;26.0;PC613;Avenida Las Condes esq. / Sn. José de La Sierra;28.8
P_OT03;4;C01R;27.0;PC614;Parada  / Colegio Hebreo;29.2
P_OT03;4;C01R;28.0;PC615;Avenida Las Condes esq. / La Cabaña;33.0
P_OT03;4;C01R;29.0;PC1117;Avenida Las Condes esq. / Eliodoro Guerra;34.4
P_OT03;4;C01R;30.0;PC616;Avenida Las Condes esq. / Sn. Fco. de Asís;33.6
P_OT03;4;C01R;31.0;PC291;Parada 4 / Cantagallo;33.2
P_OT03;4;C01R;32.0;PC292;Parada  / Mayflower   Dunalastair;33.4
P_OT03;4;C01R;33.0;PC240;Avenida Las Condes esq. / Pamplona;33.2
P_OT03;4;C01R;34.0;PC241;Parada  / Universidad   del Pacífico;33.6
P_OT03;4;C01R;35.0;PC242;Parada  / Homecenter   Las Condes;32.4
P_OT03;4;C01R;36.0;PC115;Avenida Las Condes esq. / Psje. Las Condes;31.8
P_OT03;4;C01R;37.0;PC293;Avenida Las Condes esq. / Psje. Las Condes;31.8
P_OT03;4;C01R;38.0;PC116;Avenida Las Condes esq. / G. Fuenzalida;33.0
P_OT03;4;C01R;39.0;PC294;Avenida Las Condes esq. / Av. Padre H. Central;32.8
P_OT03;4;C01R;40.0;PC295;Parada  / Hospital FACH;33.0
P_OT03;4;C01R;41.0;PC296;Parada  / Hospital FACH;32.8
P_OT03;4;C01R;42.0;PC297;Avenida Las Condes esq. / Vicente Huidobro;33.0
P_OT03;4;C01R;43.0;PC298;Avenida Las Condes esq. / Av. Las Tranqueras;33.0
P_OT03;4;C01R;44.0;PC299;Avenida Las Condes esq. / Belén;33.0
P_OT03;4;C01R;45.0;PC300;Avenida Las Condes esq. / Ntra. Sra. del Rosario;33.0
P_OT03;4;C01R;46.0;PC177;Avenida Apoquindo esq. / Noruega;33.0
P_OT03;4;C01R;47.0;PC178;Parada 7 / (M) Manquehue;14.2
P_OT03;4;C01R;48.0;PC179;Avenida Apoquindo esq. / Badajoz;13.0
P_OT03;4;C01R;49.0;PC180;Avenida Apoquindo esq. / La Gloria;15.8
P_OT03;4;C01R;50.0;PC181;Parada  / Omnium;15.6
P_OT03;4;C01R;51.0;PC182;Parada 9 / (M) Escuela   Militar;10.0
P_OT03;4;C01R;52.0;PC74;Parada 6 / (M) Escuela   Militar;18.6
P_OT03;4;C01R;53.0;PC75;Av. Américo Vespucio esq. /  AV. Pdte. Errázuriz;19.4
P_OT03;4;C01R;54.0;PC76;Av. Américo Vespucio esq. / Martín de Zamora;18.2
P_OT03;4;C01R;55.0;PC77;Av. Américo Vespucio esq. / Av. Cristóbal Colón;15.4
P_OT03;4;C01R;56.0;PC78;Av. Américo Vespucio esq. / Av.Isabel La Católica;10.6
P_OT03;4;C01R;57.0;PC79;Av. Américo Vespucio esq. / Latadía;9.0
P_OT03;4;C01R;58.0;PC80;Av. Américo Vespucio esq. / Av. Francisco Bilbao;8.0
P_OT03;4;C01R;59.0;PC486;Av. Francisco Bilbao esq. / Latadia;8.0
P_OT03;4;C01R;60.0;PC487;Av. Francisco Bilbao esq. / Alcántara;7.6
P_OT03;4;C01R;61.0;PC618;Parada 1 / (M) Francisco Bilbao;3.0
P_OT03;4;C23I;1.0;PC721;Mons. Escrivá de Balaguer esq. / Cafarnaún;2.0
P_OT03;4;C23I;2.0;PC722;Mons. Escrivá de Balaguer esq. / Quinchamalí -Oriente;2.0
P_OT03;4;C23I;3.0;PC1095;Mons. Escrivá de Balaguer esq. / Avenida Las Condes;5.5
P_OT03;4;C23I;5.0;PC359;Parada  / Parque Las Rosas;5.5
P_OT03;4;C23I;6.0;PC360;Parada  / Raúl Labbé   Altura del 14700;5.5
P_OT03;4;C23I;7.0;PC361;Raúl Labbé esq. / Raúl Labbé Int.;5.0
P_OT03;4;C23I;8.0;PC362;Raúl Labbé esq. / Av. Lo Barnechea;5.0
P_OT03;4;C23I;9.0;PC363;Raúl Labbé esq. / Padre A. Arteaga ;4.0
P_OT03;4;C23I;10.0;PC588;Padre Alfredo Arteaga esq. / Robles;4.5
P_OT03;4;C23I;11.0;PC589;Padre Alfredo Arteaga esq. / 4 Vientos;5.0
P_OT03;4;C23I;12.0;PC590;Padre Alfredo Arteaga esq. / El Gabino;4.0
P_OT03;4;C23I;13.0;PC854;Padre Alfredo Arteaga esq. / El Rodeo;3.5
P_OT03;4;C23I;14.0;PC966;El Rodeo esq. / Av. Lo Barnechea;2.5
P_OT03;4;C23I;15.0;PC434;Lo Barnechea esq. / El Gabino;1.5
P_OT03;4;C23R;1.0;PC1096;Lo Barnechea esq. / Cmte. Malbec;0.0
P_OT03;4;C23R;2.0;PC438;Padre Alfredo Arteaga esq. / 4 Vientos;0.3333333333333333
P_OT03;4;C23R;3.0;PC439;Padre Alfredo Arteaga esq. / Robles;0.6666666666666666
P_OT03;4;C23R;5.0;PC606;Raúl Labbé esq. / La Pasarela;0.6666666666666666
P_OT03;4;C23R;6.0;PC607;Parada  / Raúl Labbé   Altura del 14700;0.6666666666666666
P_OT03;4;C23R;7.0;PC1019;Parada  / Parque Las Rosas;0.6666666666666666
P_OT03;4;C23R;8.0;PC608;Raúl Labbé esq. / Refugio del Arrayán;0.6666666666666666
P_OT03;4;C23R;11.0;PC733;Mons. Escrivá de Balaguer esq. / Quinchamalí;0.3333333333333333
P_OT03;4;C23R;12.0;PC734;Mons. Escrivá de Balaguer esq. / Río Jordan;0.0
P_OT03;4;F08I;1.0;PF965;La Primavera esq. / Charwa;15.833333333333334
P_OT03;4;F08I;2.0;PF966;La Primavera esq. / Creta;18.666666666666668
P_OT03;4;F08I;3.0;PF379;Creta esq. / Verónica;27.833333333333332
P_OT03;4;F08I;4.0;PF380;Creta esq. / Av. L. Matte Larraín;40.333333333333336
P_OT03;4;F08I;5.0;PF399;Creta esq. / Sagasca;40.333333333333336
P_OT03;4;F08I;6.0;PF914;Creta esq. / Miguel Angel;41.333333333333336
P_OT03;4;F08I;7.0;PF400;Miguel Ángel esq. / Rodas;41.833333333333336
P_OT03;4;F08I;8.0;PF843;Av. Ejército Libertador esq. / Pasaje Chacabuco;39.166666666666664
P_OT03;4;F08I;9.0;PF64;Av. Ejército Libertador esq. / Avenida Gabriela;42.166666666666664
P_OT03;4;F08I;10.0;PF73;Avenida Gabriela esq. / Los Retamos;43.166666666666664
P_OT03;4;F08I;11.0;PF74;Avenida Gabriela esq. / J. de Dios Malebrán;48.166666666666664
P_OT03;4;F08I;12.0;PF75;Avenida Gabriela esq. / Rimbaud;49.166666666666664
P_OT03;4;F08I;13.0;PF76;Parada  / Col. Sta. María    de la Cordillera;50.166666666666664
P_OT03;4;F08I;14.0;PF77;Avenida Gabriela esq. / Calle 1;50.0
P_OT03;4;F08I;15.0;PF78;Parada 7 / Paradero 31   Av.Vicuña Mackenna;47.166666666666664
P_OT03;4;F08I;16.0;PF272;Parada 2 / (M) Hospital   Sótero del Río;20.0
P_OT03;4;F08I;17.0;PF170;Parada 5 / Hospital de Niños;22.0
P_OT03;4;F08I;18.0;PF171;Av. Gabriela Oriente esq. / Orion;22.333333333333332
P_OT03;4;F08I;19.0;PF273;Av. Gabriela Oriente esq. / Troncal Sn.Francisco;23.666666666666668
P_OT03;4;F08I;20.0;PF402;Av. Gabriela Oriente esq. / El Capitel;23.833333333333332
P_OT03;4;F08I;21.0;PF26;Av. Gabriela Oriente esq. / Nonato Coo;24.5
P_OT03;4;F08I;22.0;PF27;Av. Gabriela Oriente esq. / Los Azahares;24.5
P_OT03;4;F08I;23.0;PF28;Av. Gabriela Oriente esq. / Avenida México;25.666666666666668
P_OT03;4;F08I;24.0;PF29;Av. Gabriela Oriente esq. / Psje.Carlos Pomar M.;26.0
P_OT03;4;F08I;25.0;PF30;Av. Gabriela Oriente esq. / Nieves Oriente;27.833333333333332
P_OT03;4;F08I;26.0;PF31;Av. Gabriela Oriente esq. / San Fernando;27.5
P_OT03;4;F08I;27.0;PF32;Av. Gabriela Oriente esq. / Av.Camilo Henríquez;27.5
P_OT03;4;F08I;28.0;PF7;Parada 2 / Mall   Plaza Tobalaba;21.666666666666668
P_OT03;4;F08I;29.0;PF8;Parada  / Liceo   Juan Mackenna;13.666666666666666
P_OT03;4;F08I;30.0;PF9;Parada  / Colegio Mayor;12.5
P_OT03;4;F08I;31.0;PF10;Parada 2 / Paradero 26   Av. La Florida;11.666666666666666
P_OT03;4;F08I;32.0;PF969;Diego Portales esq. / Avenida Las Torres;11.5
P_OT03;4;F08I;33.0;PF405;Diego Portales esq. / La Marquesa;6.5
P_OT03;4;F08I;34.0;PF406;Diego Portales esq. / Av. Santa Rosa;5.0
P_OT03;4;F08I;35.0;PF407;Diego Portales esq. / Viña del Monte Pte.;3.1666666666666665
P_OT03;4;F08R;1.0;PF408;Diego Portales esq. / Viña del Monte;2.2
P_OT03;4;F08R;2.0;PF409;Diego Portales esq. / Av. Santa Rosa;3.6
P_OT03;4;F08R;3.0;PF410;Diego Portales esq. / Casa Real ;4.8
P_OT03;4;F08R;4.0;PF411;Diego Portales esq. / Malvilla;5.2
P_OT03;4;F08R;5.0;PF412;Diego Portales esq. / Escarcha;5.2
P_OT03;4;F08R;6.0;PF968;Parada 4 / Paradero 26   Av. La Florida;5.0
P_OT03;4;F08R;7.0;PF1;Parada  / Colegio Mayor;5.6
P_OT03;4;F08R;8.0;PF2;Parada  / Liceo   Juan Mackenna;5.8
P_OT03;4;F08R;9.0;PF3;Parada 1 / Mall   Plaza Tobalaba;5.2
P_OT03;4;F08R;10.0;PF4;Av. Camilo Henríquez esq. / Av. Gabriela Oriente;5.2
P_OT03;4;F08R;11.0;PF33;Av. Gabriela Oriente esq. / San Gabriel;9.2
P_OT03;4;F08R;12.0;PF34;Av. Gabriela Oriente esq. / Nev. Ojos del Salado;13.6
P_OT03;4;F08R;13.0;PF35;Av. Gabriela Oriente esq. / Las Nieves -Oriente;19.2
P_OT03;4;F08R;14.0;PF36;Av. Gabriela Oriente esq. / Anakena;27.2
P_OT03;4;F08R;15.0;PF37;Av. Gabriela Oriente esq. / Avenida México;28.8
P_OT03;4;F08R;16.0;PF38;Av. Gabriela Oriente esq. / Los Azahares;37.2
P_OT03;4;F08R;17.0;PF39;Av. Gabriela Oriente esq. / Nonato Coo;39.6
P_OT03;4;F08R;18.0;PF413;Av. Gabriela Oriente esq. / Ciprés de Guaitecas;39.8
P_OT03;4;F08R;19.0;PF350;Av. Gabriela Oriente esq. / La Campiña;40.4
P_OT03;4;F08R;20.0;PF167;Av. Gabriela Oriente esq. / Orion;38.6
P_OT03;4;F08R;21.0;PF310;Parada 6 / Hospital de Niños;38.8
P_OT03;4;F08R;22.0;PF311;Parada 3 / (M) Hospital   Sótero del Río;7.2
P_OT03;4;F08R;23.0;PF760;Parada 5 / Paradero 31   Av.Vicuña Mackenna;6.8
P_OT03;4;F08R;24.0;PF106;Avenida Gabriela esq. / Apolo;6.8
P_OT03;4;F08R;25.0;PF853;Parada  / Col. Sta. María    de la Cordillera;6.8
P_OT03;4;F08R;26.0;PF107;Avenida Gabriela esq. / Junquillar -Poniente;6.8
P_OT03;4;F08R;27.0;PF108;Avenida Gabriela esq. / J. de Dios Malebrán;6.4
P_OT03;4;F08R;28.0;PF109;Avenida Gabriela esq. / Ejército Libertador;6.0
P_OT03;4;F08R;29.0;PF110;Avenida Gabriela esq. / De Las Lunas;6.2
P_OT03;4;F08R;30.0;PF111;Avenida Gabriela esq. / Vicuña;6.0
P_OT03;4;F08R;31.0;PF616;Creta esq. / Platón;6.0
P_OT03;4;F08R;32.0;PF617;Creta esq. / Miguel Angel;5.8
P_OT03;4;F08R;33.0;PF416;Creta esq. / Sagasca;5.6
P_OT03;4;F08R;34.0;PF417;Creta esq. / Av. L. Matte Larraín;5.0
P_OT03;4;F08R;35.0;PF377;Creta esq. / Mauvidanche;4.6
P_OT03;4;F08R;36.0;PF948;Mauvidanche esq. / Palo de Rosa;2.8
P_OT03;4;F08R;37.0;PF965;La Primavera esq. / Charwa;2.2
P_OT03;4;F09I;1.0;PF152;Dr. Eduardo Cordero esq. / Cerro Gris;0.2857142857142857
P_OT03;4;F09I;2.0;PF339;Tomé esq. / Domingo Tocornal;0.42857142857142855
P_OT03;4;F09I;3.0;PF50;Domingo Tocornal esq. / Avenida México;0.8571428571428571
P_OT03;4;F09I;4.0;PF16;Avenida México esq. / Caleta Brava;0.8571428571428571
P_OT03;4;F09I;6.0;PF342;Avenida México esq. / San Alberto;2.7142857142857144
P_OT03;4;F09I;7.0;PF343;Avenida México esq. / Las Nieves -Oriente;4.714285714285714
P_OT03;4;F09I;8.0;PF344;Avenida México esq. / San Hugo;7.285714285714286
P_OT03;4;F09I;9.0;PF345;Avenida México esq. / Ángel Pimentel;8.428571428571429
P_OT03;4;F09I;10.0;PF431;Avenida México esq. / Av. L. Matte Larraín;12.571428571428571
P_OT03;4;F09I;11.0;PF432;Avenida México esq. / Los Salesianos;14.0
P_OT03;4;F09I;12.0;PF433;Avenida México esq. / Avenida El Peñón;17.857142857142858
P_OT03;4;F09I;13.0;PF874;Avenida México esq. / Valle Central;19.714285714285715
P_OT03;4;F09I;14.0;PF435;Avenida México esq. / Av. Gabriela Oriente;19.714285714285715
P_OT03;4;F09I;15.0;PF436;Avenida México esq. / El Peral;27.142857142857142
P_OT03;4;F09I;16.0;PF437;Avenida México esq. / Puerto Montt;34.57142857142857
P_OT03;4;F09I;17.0;PF438;Avenida México esq. / Avenida Los Toros;40.142857142857146
P_OT03;4;F09I;18.0;PF439;Avenida Los Toros esq. / Nuevo Continente ;48.857142857142854
P_OT03;4;F09I;19.0;PF440;Avenida Los Toros esq. / Nonato Coo;53.857142857142854
P_OT03;4;F09I;20.0;PF441;Avenida Los Toros esq. / Río Claro;59.142857142857146
P_OT03;4;F09I;21.0;PF593;Avenida Los Toros esq. / Nemesio Vicuña;59.714285714285715
P_OT03;4;F09I;22.0;PF594;Parada 7 / (M) Elisa Correa;5.142857142857143
P_OT03;4;F09R;1.0;PF446;Parada 5 / (M) Elisa Correa;8.375
P_OT03;4;F09R;2.0;PF447;Avenida Los Toros esq. / Nemesio Vicuña;8.25
P_OT03;4;F09R;3.0;PF923;Avenida Los Toros esq. / Canope;9.0
P_OT03;4;F09R;4.0;PF448;Avenida Los Toros esq. / Nonato Coo;8.25
P_OT03;4;F09R;5.0;PF449;Avenida Los Toros esq. / Nuevo Continente ;7.5
P_OT03;4;F09R;6.0;PF450;Avenida Los Toros esq. / Avenida México;6.75
P_OT03;4;F09R;7.0;PF451;Avenida México esq. / Los Pequenes;7.125
P_OT03;4;F09R;8.0;PF452;Avenida México esq. / El Peral;7.125
P_OT03;4;F09R;9.0;PF453;Avenida México esq. / Av. Gabriela Oriente;7.375
P_OT03;4;F09R;10.0;PF454;Avenida México esq. / Valle Central;7.375
P_OT03;4;F09R;11.0;PF455;Avenida México esq. / Avenida El Peñón;7.0
P_OT03;4;F09R;12.0;PF456;Avenida México esq. / Apóstol Pablo;6.75
P_OT03;4;F09R;13.0;PF457;Avenida México esq. / Av. L. Matte Larraín;4.625
P_OT03;4;F09R;14.0;PF331;Avenida México esq. / Ángel Pimentel;4.5
P_OT03;4;F09R;15.0;PF332;Avenida México esq. / San Hugo;4.75
P_OT03;4;F09R;16.0;PF333;Avenida México esq. / Las Nieves -Oriente;4.0
P_OT03;4;F09R;17.0;PF334;Avenida México esq. / Cerro Sn. Cristóbal;4.125
P_OT03;4;F09R;18.0;PF335;Avenida México esq. / Av. San Carlos;3.0
P_OT03;4;F09R;19.0;PF927;Avenida México esq. / Caleta Brava;3.0
P_OT03;4;F09R;20.0;PF928;Avenida México esq. / Domingo Tocornal;2.875
P_OT03;4;F09R;21.0;PF880;Av. Paseo Pie Andino esq. / Cerro Providencia;2.875
P_OT03;4;F09R;22.0;PF879;Av. Paseo Pie Andino esq. / Av. Eduardo Cordero;1.75
P_OT03;4;F23I;1.0;PF965;La Primavera esq. / Charwa;22.166666666666668
P_OT03;4;F23I;2.0;PF966;La Primavera esq. / Creta;26.666666666666668
P_OT03;4;F23I;3.0;PF379;Creta esq. / Verónica;32.333333333333336
P_OT03;4;F23I;4.0;PF380;Creta esq. / Av. L. Matte Larraín;39.833333333333336
P_OT03;4;F23I;5.0;PF399;Creta esq. / Sagasca;43.333333333333336
P_OT03;4;F23I;6.0;PF914;Creta esq. / Miguel Angel;44.666666666666664
P_OT03;4;F23I;7.0;PF608;Creta esq. / Avenida Gabriela;47.333333333333336
P_OT03;4;F23I;8.0;PF72;Avenida Gabriela esq. / De Los Metales;53.5
P_OT03;4;F23I;9.0;PF852;Avenida Gabriela esq. / Ejército Libertador;53.833333333333336
P_OT03;4;F23I;10.0;PF73;Avenida Gabriela esq. / Los Retamos;53.833333333333336
P_OT03;4;F23I;11.0;PF74;Avenida Gabriela esq. / J. de Dios Malebrán;55.0
P_OT03;4;F23I;12.0;PF75;Avenida Gabriela esq. / Rimbaud;54.166666666666664
P_OT03;4;F23I;13.0;PF76;Parada  / Col. Sta. María    de la Cordillera;54.166666666666664
P_OT03;4;F23I;14.0;PF77;Avenida Gabriela esq. / Calle 1;54.166666666666664
P_OT03;4;F23I;15.0;PF78;Parada 7 / Paradero 31   Av.Vicuña Mackenna;54.0
P_OT03;4;F23I;16.0;PF272;Parada 2 / (M) Hospital   Sótero del Río;9.333333333333334
P_OT03;4;F23I;17.0;PF170;Parada 5 / Hospital de Niños;9.166666666666666
P_OT03;4;F23I;18.0;PF171;Av. Gabriela Oriente esq. / Orion;9.5
P_OT03;4;F23I;19.0;PF273;Av. Gabriela Oriente esq. / Troncal Sn.Francisco;9.833333333333334
